WKT,identifica,rdf_seeals,bouwjaar,status,gebruiksdo,oppervlakt,oppervla_1,aantal_ver,fuuid,longitude,latitude
"MULTIPOLYGON (((6.75533223782625 53.4004878033908,6.75533653968724 53.4004401369869,6.75524301122445 53.4004371294246,6.75524178896628 53.4004506944015,6.75518773985702 53.4004489543875,6.75518482839335 53.4004812566716,6.75523887754311 53.4004829966868,6.75523870897414 53.4004847868427,6.75533223782625 53.4004878033908)))","1651100000003172",http://bag.basisregistraties.overheid.nl/bag/id/pand/1651100000003172,1950,Pand in gebruik,,,,0,pand.d651f7ba-4707-4956-938e-72a4913126da,6.755,53.400
"MULTIPOLYGON (((6.75459586820566 53.3998897338974,6.75450557302603 53.3998937970657,6.75451134410328 53.3999395697521,6.7546016393784 53.3999355065793,6.75459586820566 53.3998897338974)))","1651100000003177",http://bag.basisregistraties.overheid.nl/bag/id/pand/1651100000003177,1964,Pand in gebruik,,,,0,pand.59016e35-1c05-4acf-86bf-808d3b6125df,6.755,53.400
"MULTIPOLYGON (((6.75410429065668 53.399591290219,6.75404597315236 53.3995928781166,6.75404917354306 53.3996348968602,6.75410749110422 53.3996333089608,6.75410429065668 53.399591290219)))","1651100000003180",http://bag.basisregistraties.overheid.nl/bag/id/pand/1651100000003180,1985,Pand in gebruik,,,,0,pand.15c107d7-69bf-4fe1-9d02-8d067f920c71,6.754,53.400
"MULTIPOLYGON (((6.75514558927348 53.3995822089326,6.75522008623259 53.3995782978953,6.75521465585307 53.3995413637132,6.75514015895739 53.3995452747471,6.75514558927348 53.3995822089326)))","1651100000003182",http://bag.basisregistraties.overheid.nl/bag/id/pand/1651100000003182,1992,Pand in gebruik,,,,0,pand.c95c2385-2279-4ae5-b95f-52305f8daf58,6.755,53.400
"MULTIPOLYGON (((6.75508571644574 53.3994578923381,6.75513100575213 53.3994518241563,6.75511833912693 53.399418063446,6.75507304956841 53.3994241226401,6.75508571644574 53.3994578923381)))","1651100000003184",http://bag.basisregistraties.overheid.nl/bag/id/pand/1651100000003184,1980,Pand in gebruik,,,,0,pand.aee0c1ef-c426-459b-a9f4-74687527f422,6.755,53.399
"MULTIPOLYGON (((6.7537208065666 53.401445852627,6.75364305739448 53.4014265525274,6.75361422846579 53.4014680362748,6.75369197770033 53.4014873363926,6.75367824855079 53.4015066956151,6.75376450194239 53.4015286309153,6.75377037614523 53.4015194882326,6.7538466207486 53.4015387514188,6.75388217607062 53.4014889240012,6.75380547776103 53.4014695761282,6.75381196174543 53.401460696103,6.75372542212912 53.4014392133932,6.7537208065666 53.401445852627)))","1651100000006233",http://bag.basisregistraties.overheid.nl/bag/id/pand/1651100000006233,1923,Pand in gebruik,woonfunctie,124,124,1,pand.73c0e8ee-e862-4c72-a989-b7561b5b544e,6.754,53.401
"MULTIPOLYGON (((6.75445993570481 53.4014291461588,6.75453377607863 53.4014914707781,6.75459633700946 53.4015442634164,6.75470798151039 53.4014970129448,6.75464543554306 53.4014442201931,6.754617216784 53.4014561688473,6.75454336132005 53.4013938444494,6.75445993570481 53.4014291461588)))","1651100000006234",http://bag.basisregistraties.overheid.nl/bag/id/pand/1651100000006234,1934,Pand in gebruik,woonfunctie,181,181,1,pand.7c868a8d-ecbd-4d69-81ed-2f9a99e3bc01,6.755,53.401
"MULTIPOLYGON (((6.75507321447305 53.4012825872022,6.75491357976246 53.4012562478444,6.75490741844946 53.4012695903698,6.75486473225237 53.4012625450673,6.7548422808079 53.4013111455521,6.75489480720706 53.4013198133644,6.75488719745902 53.401336308506,6.75503697724794 53.4013610255784,6.75510390893165 53.4013720726584,6.7551171669379 53.4013426541598,6.75512161867308 53.4013327637544,6.7551039517146 53.4013299452102,6.75512163583188 53.40129030411,6.75507321447305 53.4012825872022)))","1651100000006237",http://bag.basisregistraties.overheid.nl/bag/id/pand/1651100000006237,1860,Pand in gebruik,woonfunctie,164,164,1,pand.58538938-7a25-4b31-965f-904376ae9cc0,6.755,53.401
"MULTIPOLYGON (((6.75415832158112 53.4009335006995,6.75414292016678 53.4010425874726,6.75414159621192 53.4010520199696,6.75429517994701 53.4010597559048,6.75429689686075 53.4010475512154,6.75439486335777 53.401052486056,6.7543965318972 53.4010397068024,6.75440744396222 53.4009563713122,6.75431181685221 53.4009517064527,6.75431326628394 53.4009405471916,6.75415832158112 53.4009335006995)))","1651100000006240",http://bag.basisregistraties.overheid.nl/bag/id/pand/1651100000006240,1858,Pand in gebruik,woonfunctie,260,260,1,pand.aee9d17b-4a2f-4f5d-9528-7e28309a5d30,6.754,53.401
"MULTIPOLYGON (((6.75522724985233 53.4009326419833,6.75523623011113 53.4008996866232,6.75506968716061 53.4008834904664,6.75506072209373 53.4009164546267,6.75522724985233 53.4009326419833)))","1651100000006243",http://bag.basisregistraties.overheid.nl/bag/id/pand/1651100000006243,1980,Pand in gebruik,,,,0,pand.84cf5165-9b2a-41de-bd3c-8d9094104b71,6.755,53.401
"MULTIPOLYGON (((6.75516903360508 53.4008183980651,6.75517549485699 53.4007398307921,6.75504592936943 53.4007360285282,6.75504048659568 53.4008021923464,6.75507770541999 53.4008032880031,6.75507268566771 53.4008643159346,6.75507186433764 53.4008744166912,6.75516531622334 53.4008767602905,6.75516903360508 53.4008183980651)))","1651100000006245",http://bag.basisregistraties.overheid.nl/bag/id/pand/1651100000006245,1938,Pand in gebruik,woonfunctie,176,176,1,pand.22198e74-59c5-4d1b-aeb9-f023b05bd2f4,6.755,53.401
"MULTIPOLYGON (((6.75518679146145 53.400681858681,6.75518979392011 53.4006448556194,6.75516795667778 53.4006442231855,6.75517247284255 53.4005886375761,6.75508995477269 53.4005862416086,6.75508877950651 53.4006008124951,6.75504364511382 53.4005995012763,6.75503728673403 53.4006775282074,6.75503667237615 53.4006851554268,6.7551861774159 53.4006894948839,6.75518679146145 53.400681858681)))","1651100000006249",http://bag.basisregistraties.overheid.nl/bag/id/pand/1651100000006249,1880,Pand in gebruik,woonfunctie,105,105,1,pand.2b07ebc9-0ff1-4935-8482-efe8a8e36d35,6.755,53.401
"MULTIPOLYGON (((6.75421460019965 53.400594443947,6.75439353196899 53.4005851327053,6.75438018908427 53.4004602172949,6.75437233529138 53.4003866901968,6.75426860358465 53.4003909597271,6.75426919844011 53.4003967694305,6.75422047961648 53.4003994654288,6.75422575814914 53.4004413407503,6.75427440245388 53.4004402640254,6.75427599375013 53.4004546126395,6.75427724010219 53.4004658508672,6.754200147032 53.4004690269727,6.75421460019965 53.400594443947)))","1651100000006251",http://bag.basisregistraties.overheid.nl/bag/id/pand/1651100000006251,1767,Pand in gebruik,woonfunctie,344,344,1,pand.0ecabb4b-5d49-4705-bcef-473eb25e8ede,6.754,53.400
"MULTIPOLYGON (((6.75518324084871 53.4004441260561,6.75518356396578 53.4004141176963,6.75532209119507 53.4004146548152,6.75532257435644 53.4003698354921,6.75518735567141 53.4003693146856,6.75518713937361 53.4003899223401,6.75504927396575 53.4003898627957,6.75504884659902 53.4004298289711,6.75507266362434 53.4004298368541,6.75507250315968 53.4004436952896,6.75518324084871 53.4004441260561)))","1651100000006253",http://bag.basisregistraties.overheid.nl/bag/id/pand/1651100000006253,1870,Pand in gebruik,woonfunctie,90,90,1,pand.be6be2b8-fd6a-4faa-a6da-94b669bd6117,6.755,53.400
"MULTIPOLYGON (((6.75548983837563 53.400140899413,6.7554904946414 53.4000840456855,6.75534166644265 53.4000834281725,6.75529544047763 53.400083234755,6.75529553203866 53.400139972145,6.75534347580765 53.4001402808276,6.75538615611173 53.4001405594651,6.75548983837563 53.400140899413)))","1651100000006258",http://bag.basisregistraties.overheid.nl/bag/id/pand/1651100000006258,1990,Pand in gebruik,,,,0,pand.d9b87ea1-4033-4c1d-8356-6a2035652d28,6.755,53.400
"MULTIPOLYGON (((6.75524864526203 53.4000188508699,6.75516182148358 53.4000190829222,6.75516156009791 53.3999844084133,6.75505519163052 53.3999846917999,6.75505619008526 53.4001167226573,6.75525048006591 53.4001161947434,6.75524864526203 53.4000188508699)))","1651100000006259",http://bag.basisregistraties.overheid.nl/bag/id/pand/1651100000006259,1925,Pand in gebruik,woonfunctie,197,197,1,pand.41520ec6-16d5-47c5-9942-ae22e3f599e6,6.755,53.400
"MULTIPOLYGON (((6.75485183978024 53.3999664425189,6.75472125951671 53.399973677437,6.75473721856455 53.4000736015921,6.75486735107796 53.4000664616087,6.75485183978024 53.3999664425189)))","1651100000006260",http://bag.basisregistraties.overheid.nl/bag/id/pand/1651100000006260,1920,Pand in gebruik,woonfunctie,129,129,1,pand.c8798913-5f42-4c4c-9f8c-9ba214e75bbb,6.755,53.400
"MULTIPOLYGON (((6.75461209425843 53.3999309396606,6.75469546199653 53.3999270000558,6.75468941646656 53.3998811136752,6.75460604853107 53.3998850442927,6.75461209425843 53.3999309396606)))","1651100000006263",http://bag.basisregistraties.overheid.nl/bag/id/pand/1651100000006263,1972,Pand in gebruik,,,,0,pand.c56a1baa-260e-42a0-ad7b-36a05eb2e0fc,6.755,53.400
"MULTIPOLYGON (((6.75482016436658 53.3998214967266,6.75480517132106 53.3998228352946,6.7547959759065 53.3997701013333,6.75469001143605 53.3997759781704,6.75470470162682 53.3998832853798,6.75482613890775 53.399876963125,6.75482016436658 53.3998214967266)))","1651100000006265",http://bag.basisregistraties.overheid.nl/bag/id/pand/1651100000006265,1920,Pand in gebruik,woonfunctie,113,113,1,pand.7eabc5c5-bc4e-4b36-8ee4-7aaa881207c0,6.755,53.400
"MULTIPOLYGON (((6.75546810103828 53.399832086515,6.75546789032388 53.3997342928329,6.75535102170628 53.399734390331,6.75535110846321 53.3997753840798,6.75533186326165 53.3997753961731,6.75522350418396 53.3997754776879,6.755223586938 53.3998168219398,6.75533317888146 53.3998167353971,6.75535108584273 53.3998167205444,6.75535112665763 53.3998321762274,6.75546810103828 53.399832086515)))","1651100000006266",http://bag.basisregistraties.overheid.nl/bag/id/pand/1651100000006266,2007,Pand in gebruik,,,,0,pand.b2b78876-40ae-4f49-9c97-f0c79f3e6188,6.755,53.400
"MULTIPOLYGON (((6.75518392216874 53.3998191598803,6.75518499808071 53.3997424060853,6.75508519113074 53.3997419140037,6.75508502402629 53.3997541460283,6.75500487148624 53.3997537450086,6.75500409655667 53.3998092521638,6.75504952648423 53.3998094816965,6.75504939203153 53.3998184873284,6.75518392216874 53.3998191598803)))","1651100000006268",http://bag.basisregistraties.overheid.nl/bag/id/pand/1651100000006268,1920,Pand in gebruik,woonfunctie,100,100,1,pand.e83669e3-6fdb-4e54-865d-29962fcb5926,6.755,53.400
"MULTIPOLYGON (((6.75514272555183 53.3995876601199,6.75513599166233 53.3995329122639,6.75505543867036 53.3995364517587,6.75505671626028 53.3995468341936,6.75504530510402 53.3995473323169,6.75504208873505 53.3995213809771,6.75498789887249 53.3995236862416,6.75498542252519 53.3995096510878,6.75487290394358 53.3995146051173,6.75487868610114 53.3995474825696,6.7548873796694 53.3995471052061,6.75489641232254 53.3995985020811,6.75506217245795 53.3995911996195,6.75514272555183 53.3995876601199)))","1651100000006270",http://bag.basisregistraties.overheid.nl/bag/id/pand/1651100000006270,1920,Pand in gebruik,woonfunctie,123,123,1,pand.ec7e9137-ada0-4dd0-8fd3-5d8cb940570c,6.755,53.400
"MULTIPOLYGON (((6.75437184498037 53.3995959163463,6.75444723792116 53.399588500005,6.75444502973945 53.3995805274339,6.75456703770938 53.3995685376872,6.75455111511857 53.3995122856822,6.75442491601857 53.3995248621941,6.75443034845118 53.3995443902469,6.7543595896024 53.3995514304363,6.75428103421386 53.3995591612155,6.7542805994834 53.3995592020981,6.75428248606844 53.3995660460725,6.75429285478202 53.3996036880163,6.75431503794448 53.3996015040164,6.75437184498037 53.3995959163463)))","1651100000006272",http://bag.basisregistraties.overheid.nl/bag/id/pand/1651100000006272,1950,Pand in gebruik,woonfunctie,133,133,1,pand.43ef9a60-7e51-4729-93a5-33eca6e95129,6.754,53.400
"MULTIPOLYGON (((6.75408662139219 53.3993765246727,6.75408865078898 53.399425691706,6.75415168000837 53.399424760175,6.75415417515933 53.3994852624144,6.75434744085588 53.3994824021886,6.75434429584558 53.3994052560312,6.75420029901343 53.3994075566534,6.7541988390142 53.3993748816905,6.75408662139219 53.3993765246727)))","1651100000006275",http://bag.basisregistraties.overheid.nl/bag/id/pand/1651100000006275,1999,Pand in gebruik,woonfunctie,236,236,1,pand.1e9cdcf4-4440-4f73-a46e-76c3ad704764,6.754,53.399
"MULTIPOLYGON (((6.75507336465858 53.3994595423941,6.7550468435493 53.399389653136,6.75491444111957 53.399407611473,6.75490695329398 53.3993844494414,6.75474526811267 53.3994030818364,6.75476646848708 53.3994687901621,6.75492816865003 53.3994501485846,6.75492728517568 53.3994474268405,6.75494996598261 53.39944434744,6.75496148680463 53.399474706458,6.75507336465858 53.3994595423941)))","1651100000006277",http://bag.basisregistraties.overheid.nl/bag/id/pand/1651100000006277,1925,Pand in gebruik,woonfunctie,132,132,1,pand.40f57806-5c7e-4f77-a13e-93f3ad1eee20,6.755,53.399
"MULTIPOLYGON (((6.75532078948505 53.3994283787664,6.75537081923895 53.3994215017708,6.75534712035868 53.3993599915118,6.75531879731633 53.3993638899619,6.75530810875336 53.399365359385,6.75531084575119 53.3993724632619,6.75529199840475 53.3993750498479,6.75531296021196 53.399429456241,6.75532078948505 53.3994283787664)))","1651100000006281",http://bag.basisregistraties.overheid.nl/bag/id/pand/1651100000006281,1980,Pand in gebruik,,,,0,pand.36221691-e8cc-4093-877b-8c2934e77890,6.755,53.399
"MULTIPOLYGON (((6.75487056551008 53.3993045179416,6.75482291905724 53.3993078540695,6.75480655034495 53.3992243522196,6.75467619794645 53.3992334805936,6.75470306657995 53.3993705642811,6.75488106589911 53.3993580997449,6.75487056551008 53.3993045179416)))","1651100000006283",http://bag.basisregistraties.overheid.nl/bag/id/pand/1651100000006283,1890,Pand in gebruik,woonfunctie,141,141,1,pand.3e66bc2c-3d8f-47c4-9777-b3b7deef371e,6.755,53.399
"MULTIPOLYGON (((6.75411677129565 53.399168108367,6.75390762653922 53.3991774927655,6.75390941045893 53.3991910415661,6.75386782310517 53.3991929516036,6.75387364963012 53.3992390741552,6.75385232987974 53.3992400351432,6.75385817924034 53.3992868763258,6.75381133414197 53.3992889359085,6.75381529676674 53.3993189944513,6.75392761282918 53.3993143043046,6.75392396500571 53.3992846914965,6.75412980653395 53.3992754344528,6.75411677129565 53.399168108367)))","1651100000006286",http://bag.basisregistraties.overheid.nl/bag/id/pand/1651100000006286,1906,Pand in gebruik,woonfunctie,400,400,1,pand.656e43d8-a536-4cc1-8731-c1989d844539,6.754,53.399
"MULTIPOLYGON (((6.75481295248974 53.3990815257576,6.75462125145266 53.3990890866884,6.75462909109054 53.3991601857605,6.75493467149647 53.3991427309651,6.7549330048584 53.3991276801598,6.75492740835285 53.399077008051,6.75481295248974 53.3990815257576)))","1651100000006287",http://bag.basisregistraties.overheid.nl/bag/id/pand/1651100000006287,1930,Pand in gebruik,industriefunctie,150,150,1,pand.b7214e9d-dc24-41b4-916b-67386ff9851e,6.755,53.399
"MULTIPOLYGON (((6.75467479147785 53.3999474357407,6.75455506924921 53.3999542685376,6.75456077789528 53.3999900403676,6.75468050050826 53.3999832165477,6.75467479147785 53.3999474357407)))","1651100000013785",http://bag.basisregistraties.overheid.nl/bag/id/pand/1651100000013785,2010,Pand in gebruik,,,,0,pand.d48859d3-43b9-4637-9825-954f21891533,6.755,53.400
"MULTIPOLYGON (((6.75341020796441 53.4020203300178,6.75350705506789 53.4020112689388,6.75347672996064 53.4018954675603,6.75337988311117 53.4019045286144,6.75341020796441 53.4020203300178)))","1651100000013833",http://bag.basisregistraties.overheid.nl/bag/id/pand/1651100000013833,2009,Pand in gebruik,,,,0,pand.31cf0606-1c9a-45fb-9ca9-ba91db4ef0e5,6.753,53.402
"MULTIPOLYGON (((6.70321496557052 53.373364102269,6.70354126932165 53.3735583888476,6.70354181521458 53.3735580593738,6.70354839694641 53.3735619951692,6.70382667352834 53.3733971546291,6.70339893975304 53.3731389100322,6.70316243047507 53.3732790032047,6.70310969845313 53.3732690123412,6.70335725987592 53.3729867276329,6.70324119728172 53.3729503454942,6.70326723042142 53.3729221138294,6.70324076221011 53.3728869980322,6.70335506679634 53.3728560932835,6.70333264600055 53.3728265585419,6.70333167567606 53.3728252931271,6.7033116971155 53.3727989666695,6.70315773620287 53.3728401000705,6.70315497306401 53.3728411367432,6.70315173474714 53.3728423583365,6.70314579255063 53.3728445889956,6.70313451320889 53.3728496727234,6.70312401697197 53.3728553050241,6.70311434807864 53.3728614584555,6.70310559500667 53.3728680781332,6.70309781646663 53.3728751184845,6.70309107116925 53.3728825339368,6.70308359752067 53.3728931564181,6.70307868689992 53.3728986557276,6.70307509064462 53.3728975088955,6.70302542727959 53.3728817153357,6.70295957627818 53.3729566700144,6.70274488639654 53.3732010054472,6.70282907909364 53.3732275732929,6.70294581730999 53.373264415718,6.70294757734889 53.3732649715803,6.70294929177486 53.3732655099692,6.70307731888441 53.3733059220972,6.70311635869285 53.3733054860756,6.70321496557052 53.373364102269)))","1651100000012513",http://bag.basisregistraties.overheid.nl/bag/id/pand/1651100000012513,1956,Pand in gebruik,"industriefunctie,woonfunctie",2077,2077,1,pand.84ffd4b3-ed35-4a6a-81e8-aaacec090c5f,6.703,53.373
"MULTIPOLYGON (((6.75376813379254 53.4008203572228,6.75376586182237 53.4010208545002,6.75402786853944 53.4010219140561,6.75402870896381 53.4009480924725,6.75407922157591 53.4009483006033,6.7540802614999 53.4008566392899,6.75400140267777 53.4008563217402,6.75400179270755 53.4008212983761,6.75376813379254 53.4008203572228)))","1651100000013887",http://bag.basisregistraties.overheid.nl/bag/id/pand/1651100000013887,2009,Pand in gebruik,,,,0,pand.6b81f5e7-5776-4270-9f92-f8578e6ca515,6.754,53.401
"MULTIPOLYGON (((6.7551905826352 53.401178514838,6.75509357216049 53.4011535486852,6.75509400421472 53.4011529506903,6.75496957544145 53.4011216013908,6.75493807050165 53.4011663598748,6.75506353981009 53.4011973289502,6.75507698036752 53.4011779009527,6.75517327386922 53.4012025427815,6.7551905826352 53.401178514838)))","1651100000014042",http://bag.basisregistraties.overheid.nl/bag/id/pand/1651100000014042,1920,Pand in gebruik,woonfunctie,72,72,1,pand.9c0a7a9b-8080-4151-824a-89b570374d7b,6.755,53.401
"MULTIPOLYGON (((6.75000148697824 53.3985816515457,6.7499459940624 53.3985727007005,6.74992111265446 53.3986277798338,6.74997660563641 53.3986367306901,6.75000148697824 53.3985816515457)))","1651100000015004",http://bag.basisregistraties.overheid.nl/bag/id/pand/1651100000015004,2012,Pand in gebruik,,,,0,pand.02a7e1e2-ec4b-4a0c-bc8d-e5d94da1f786,6.750,53.399
"MULTIPOLYGON (((6.75530412955181 53.4007077708703,6.75524926103726 53.4007058065565,6.75524699910094 53.4007282796175,6.75530186764408 53.4007302439323,6.75530412955181 53.4007077708703)))","1651100000015006",http://bag.basisregistraties.overheid.nl/bag/id/pand/1651100000015006,2012,Pand in gebruik,,,,0,pand.40430cb6-d1e9-47aa-b42d-9079c2fc6020,6.755,53.401
"MULTIPOLYGON (((6.75410534042952 53.4007137985491,6.75417057717154 53.4007146122194,6.7541720109297 53.4006731698886,6.75410678928105 53.4006723560482,6.75410534042952 53.4007137985491)))","1651100000016989",http://bag.basisregistraties.overheid.nl/bag/id/pand/1651100000016989,1975,Pand in gebruik,,,,0,pand.6195c5b9-670b-4a2b-b0df-d00b48929943,6.754,53.401
